PROVINCE,DISTRICT,NEIGHBORHOOD_TYPE,NEIGHBORHOOD,LONGITUDE,LATITUDE
2,SARLAHI,Nagarpalika,Bagmati_sarlahi,85.4795011,27.077419
2,SARLAHI,Nagarpalika,Balara,85.37096932,26.79496547
2,SARLAHI,Nagarpalika,Barahathawa,85.45605478,26.9814699
2,SARLAHI,Gaunpalika,Basbariya,85.44162435,26.92572513
2,SARLAHI,Gaunpalika,Bishnu,85.47494586,26.81510791
2,SARLAHI,Gaunpalika,Bramhapuri,85.61217682,26.88993086
2,SARLAHI,Gaunpalika,Chakraghatta,85.51208617,26.89965872
2,SARLAHI,Gaunpalika,Chandranagar,85.6028182,26.9372145
2,SARLAHI,Gaunpalika,Dhankaul,85.41149909,26.88274349
2,SARLAHI,Nagarpalika,Godaita,85.44791916,26.84407652
2,SARLAHI,Nagarpalika,Haripur,85.55073403,27.01094826
2,SARLAHI,Nagarpalika,Haripurwa,85.68919601,26.91437976
2,SARLAHI,Nagarpalika,Hariwan,85.57651571,27.10032388
2,SARLAHI,Nagarpalika,Ishworpur,85.69622911,27.00902321
2,SARLAHI,Nagarpalika,Kabilasi,85.53913027,26.94079171
2,SARLAHI,Gaunpalika,Kaudena,85.5095476,26.85845082
2,SARLAHI,Nagarpalika,Lalbandi,85.69132615,27.10258929
2,SARLAHI,Nagarpalika,Malangawa,85.55013417,26.85847134
2,SARLAHI,Gaunpalika,Parsa,85.6561592,26.87337526
2,SARLAHI,Gaunpalika,Ramnagar,85.38384703,26.83785075
2,RAUTAHAT,Nagarpalika,Baudhimai,85.22095096,26.89024121
2,RAUTAHAT,Nagarpalika,Brindaban,85.37578321,27.04100383
2,RAUTAHAT,Nagarpalika,Chandrapur,85.37044578,27.13860764
2,RAUTAHAT,Nagarpalika,Dewahi Gonahi,85.261433,26.93171443
2,RAUTAHAT,Gaunpalika,Durga Bhagwati,85.3247545,26.83802981
2,RAUTAHAT,Nagarpalika,Gadhimai,85.37002123,26.94198196
2,RAUTAHAT,Nagarpalika,Garuda,85.31874203,26.95351593
2,RAUTAHAT,Nagarpalika,Gaur,85.27699543,26.77787266
2,RAUTAHAT,Nagarpalika,Gujara,85.27180856,27.10462709
2,RAUTAHAT,Nagarpalika,Ishanath,85.2156256,26.79311759
2,RAUTAHAT,Nagarpalika,Katahariya,85.25240617,26.99532629
2,RAUTAHAT,Nagarpalika,Madhav Narayan,85.33167086,26.89060194
2,RAUTAHAT,Nagarpalika,Maulapur,85.20346166,26.92944879
2,RAUTAHAT,Nagarpalika,Paroha,85.23704475,26.85446649
2,RAUTAHAT,Nagarpalika,Phatuwa Bijayapur,85.20566927,27.02006251
2,RAUTAHAT,Nagarpalika,Rajdevi,85.31744024,26.77749313
2,RAUTAHAT,Nagarpalika,Rajpur,85.25809574,26.8166104
2,RAUTAHAT,Gaunpalika,Yemunamai,85.29906569,26.84522998
2,BARA,Gaunpalika,Aadarsha Kotwal,85.14416504,26.94455241
2,BARA,Gaunpalika,Baragadhi,85.13838595,26.99623858
2,BARA,Gaunpalika,Bishrampur,84.91011509,26.98721845
2,BARA,Gaunpalika,Devtal,85.00693399,26.94343724
2,BARA,Upamahanagarpalika,Jitpur Simara,85.01067276,27.20029491
2,BARA,Upamahanagarpalika,Kalaiya,85.01156682,27.0286393
2,BARA,Gaunpalika,Karaiyamai,85.09859148,27.03663533
2,BARA,Nagarpalika,Kolhabi,85.14771585,27.10389231
2,BARA,Nagarpalika,Mahagadhimai,85.06002523,26.98219048
2,BARA,Nagarpalika,Nijgadh,85.13960132,27.23403703
2,BARA,Nagarpalika,Pacharauta,85.07745459,26.89563509
2,BARA,Gaunpalika,Parwanipur,84.93340929,27.05606569
2,BARA,Gaunpalika,Pheta,84.94555974,26.99994884
2,BARA,Gaunpalika,Prasauni,84.95506804,27.04704965
2,BARA,Nagarpalika,Simraungadh,85.13774292,26.89575974
2,BARA,Gaunpalika,Suwarna,85.0415497,26.918175
2,BARA,Wildlife Reserve,Parsa Wildlife Reserve,84.97166039,27.27474689
2,PARSA,Nagarpalika,Bahudaramai,84.82951174,27.08261774
2,PARSA,Gaunpalika,Bindabasini,84.79636164,27.03539963
2,PARSA,Mahanagarpalika,Birgunj,84.89604778,27.08243896
2,PARSA,Gaunpalika,Chhipaharmai,84.67356364,27.05836759
2,PARSA,Gaunpalika,Dhobini,84.69615038,27.0967739
2,PARSA,Gaunpalika,Jagarnathpur,84.72520432,27.13904724
2,PARSA,Gaunpalika,Jirabhawani,84.73444669,27.19995582
2,PARSA,Gaunpalika,Kalikamai,84.7286149,27.06570938
2,PARSA,Gaunpalika,Pakahamainpur,84.73766922,27.02788438
2,PARSA,Nagarpalika,Parsagadhi,84.89170634,27.17072299
2,PARSA,Gaunpalika,Paterwa Sugauli,84.79237951,27.19294615
2,PARSA,Nagarpalika,Pokhariya,84.76585058,27.07686213
2,PARSA,Gaunpalika,Sakhuwa Prasauni,84.82776393,27.16642859
2,PARSA,Gaunpalika,Thori,84.63689862,27.32052494
2,PARSA,National Park,Chitawan National Park_parsa,84.78200395,27.34289965
